                           1                            2                            3                            4 
              version_number             initial_don_mass             initial_acc_mass          initial_period_days 
                        6794      4.6691958412018451E-037      5.0251644554842694E-034      0.0000000000000000E+000 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      donor_index                      period_days                binary_separation                    star_1_radius                    star_2_radius                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2                    xfer_fraction                          v_orb_1                          v_orb_2                         lg_F_irr                        log_J_orb                     log_abs_Jdot                  log_abs_jdot_mb                  log_abs_jdot_gr                  log_abs_jdot_ml                log_abs_jdot_tide                  log_abs_jdot_ls               log_abs_extra_jdot 
                              19          2.1956856909155149E+009                                1          5.2727972655217659E-001          2.7463645661856866E+000          1.2442141533245729E-001          6.7710152435397197E-001          1.2444733121924149E-001          2.1651565822073620E+000         -2.0824783087186870E-004         -6.8727364574082139E-001          8.1964503774477739E-004          9.9971486488391803E-001         -1.1809418949781605E+001         -1.1809418949781605E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.6340503749049259E+002          2.1596020973553134E-001          9.9153903636924330E+000          4.8914283287727528E+001          3.2596585787039878E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2596585787039878E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              20          2.2018953212616549E+009                                1          5.3018012591351227E-001          2.7564266120191174E+000          1.2447232208511864E-001          6.7714269824600171E-001          1.2445784981668714E-001          2.1735323660065302E+000          1.1628248802959069E-004         -6.8845980449321387E-001          8.1078719990943014E-004          9.9972372272175336E-001         -1.1845738022589867E+001         -1.1845738022589867E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.6292616133047221E+002          2.1323607841143619E-001          9.9124177852697066E+000          4.8910362329054472E+001          3.2575754953281553E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2575754953281553E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              21          2.2084158196790094E+009                                1          5.3397429231487292E-001          2.7695616533311993E+000          1.2452331508612551E-001          6.7718729812566347E-001          1.2457738989582838E-001          2.1843600329868624E+000         -4.3406600305322791E-004         -6.8998366207987827E-001          8.0148591877560659E-004          9.9973302400288722E-001         -1.1845738022589867E+001         -1.1845738022589867E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.6230437833431688E+002          2.1028940789249864E-001          9.9085043354745821E+000          4.8906387684196083E+001          3.2556498211006549E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2556498211006549E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              22          2.2151767958957906E+009                                1          5.3663293793774069E-001          2.7787470970073227E+000          1.2456610245995045E-001          6.7723429161521820E-001          1.2454859868750058E-001          2.1920427280739148E+000          1.4053769078355355E-004         -6.9104877247977525E-001          7.9289854009601413E-004          9.9974161138156681E-001         -1.1896148793708941E+001         -1.1896148793708941E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.6187273135466614E+002          2.0769217167536913E-001          9.9058516883654875E+000          4.8902432128441966E+001          3.2534713662395760E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2534713662395760E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              23          2.2222449851459918E+009                                1          5.4012816358047122E-001          2.7907998238836869E+000          1.2462400807178922E-001          6.7728481203336433E-001          1.2462128507411260E-001          2.2020132800712608E+000          2.1850181331340272E-005         -6.9242473777839975E-001          7.8392095820187149E-004          9.9975058896346092E-001         -1.1896148793708941E+001         -1.1896148793708941E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.6130898644258730E+002          2.0489669453580048E-001          9.9023281408255404E+000          4.8898430518087700E+001          3.2516463641323419E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2516463641323419E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              24          2.2295915066648879E+009                                1          5.4337833788103862E-001          2.8019842227109502E+000          1.2466619919714457E-001          6.7733813604096882E-001          1.2465976422190296E-001          2.2112933417996299E+000          5.1620306534211775E-005         -6.9369141432419512E-001          7.7517235883520165E-004          9.9975933756282753E-001         -1.1924143226132198E+001         -1.1924143226132198E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.6078922665580609E+002          2.0220526319703938E-001          9.8990994562086989E+000          4.8894428820513191E+001          3.2495697867481361E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2495697867481361E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              25          2.2372272370655661E+009                                1          5.4758201430735620E-001          2.8164167696528750E+000          1.2472537481007849E-001          6.7739474422020407E-001          1.2481653392024367E-001          2.2231618026560533E+000         -7.3034482934300515E-004         -6.9530119516676303E-001          7.6607935529936330E-004          9.9976843056636333E-001         -1.1924143226132198E+001         -1.1924143226132198E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.6012253543731981E+002          1.9932066081919578E-001          9.8948939800517230E+000          4.8890423869186655E+001          3.2475278692764753E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2475278692764753E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              26          2.2451603221698332E+009                                1          5.4999133427860936E-001          2.8246720722266754E+000          1.2472823240681227E-001          6.7745436212925025E-001          1.2474476446305789E-001          2.2301088342912112E+000         -1.3252705487707311E-004         -6.9622363190872549E-001          7.5796600134096770E-004          9.9977654392032178E-001         -1.1990241690118557E+001         -1.1990241690118557E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.5974425197978314E+002          1.9692131530954110E-001          9.8926180584362360E+000          4.8886438917653614E+001          3.2452518000108455E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2452518000108455E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              27          2.2534230937577295E+009                                1          5.5318572636944741E-001          2.8355987875512425E+000          1.2483064607887007E-001          6.7751734937655950E-001          1.2476634675734817E-001          2.2391883966759090E+000          5.1535789251690677E-004         -6.9742726856644188E-001          7.4951546921016732E-004          9.9978499445245250E-001         -1.1990241690118557E+001         -1.1990241690118557E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.5924551005432602E+002          1.9435030650306301E-001          9.8895434353890224E+000          4.8882411836364795E+001          3.2435395734413817E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2435395734413817E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              28          2.2619839096403356E+009                                1          5.5731266000327095E-001          2.8496842625252738E+000          1.2488401548472283E-001          6.7758392946496393E-001          1.2490239637224286E-001          2.2507855289271319E+000         -1.4716200852740922E-004         -6.9895668833985103E-001          7.4076012012272581E-004          9.9979374980154001E-001         -1.1990241690118557E+001         -1.1990241690118557E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.5860627914582898E+002          1.9160473691957100E-001          9.8855304513746685E+000          4.8878388613353998E+001          3.2415564880394001E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2415564880394001E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              29          2.2708577922027044E+009                                1          5.5965580800326098E-001          2.8576660918244832E+000          1.2488914948637125E-001          6.7765332696461944E-001          1.2481560346672198E-001          2.2575171841068142E+000          5.8923738384117797E-004         -6.9982362405239773E-001          7.3293827720662087E-004          9.9980157164445616E-001         -1.2054804587044181E+001         -1.2054804587044181E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.5824688665296338E+002          1.8931659397781664E-001          9.8834020753409781E+000          4.8874389189430836E+001          3.2393378351970462E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2393378351970462E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              30          2.2800836443265276E+009                                1          5.6403817282232915E-001          2.8725645917794576E+000          1.2493018329152540E-001          6.7772695652031689E-001          1.2497590359186286E-001          2.2697658613673055E+000         -3.6583292477543404E-004         -7.0141107148732307E-001          7.2426471750027118E-004          9.9981024520416240E-001         -1.2026809116862781E+001         -1.2026809116862781E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.5757855439115917E+002          1.8659046536590188E-001          9.8791999700632100E+000          4.8870352043745442E+001          3.2376544265596955E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2376544265596955E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              31          2.2895240100058022E+009                                1          5.6704813666163256E-001          2.8827750633810956E+000          1.2498469348434008E-001          6.7780265164797326E-001          1.2497186995953379E-001          2.2782707481404105E+000          1.0261129012826689E-004         -7.0249249251818946E-001          7.1642569865201517E-004          9.9981808422301055E-001         -1.2080727108656850E+001         -1.2080727108656850E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.5712400829846052E+002          1.8424376413293878E-001          9.8764402987669975E+000          4.8866399752484099E+001          3.2353341674386158E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2353341674386158E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              32          2.2993974315552144E+009                                1          5.7098583511607359E-001          2.8961053854552556E+000          1.2508896340075756E-001          6.7788305897557322E-001          1.2507518782779828E-001          2.2892676134182715E+000          1.1013833517685233E-004         -7.0388649408996928E-001          7.0822708217336107E-004          9.9982628283948927E-001         -1.2080727108656850E+001         -1.2080727108656850E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.5653367849526842E+002          1.8171566572937387E-001          9.8727717724379360E+000          4.8862406490024483E+001          3.2334368979592533E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2334368979592533E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              33          2.3096704206517019E+009                                1          5.7360066165620283E-001          2.9049404499459741E+000          1.2509980034992388E-001          6.7796721739944532E-001          1.2501470487104591E-001          2.2966808236322613E+000          6.8068375608885013E-004         -7.0480564368224996E-001          7.0067057300682853E-004          9.9983383934865577E-001         -1.2133375613652268E+001         -1.2133375613652268E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.5614520748908126E+002          1.7950323567888637E-001          9.8704785857592920E+000          4.8858412557043756E+001          3.2313219152611268E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2313219152611268E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
