NAME,MASS,R,A,PER,MULT,DENSITY
KOI 1457.01,162.4942795,8.89,0.0787,8.027680595,,
KOI 1458.01,91.66573576,7.6,0.0882,8.98128219,,
KOI 1465.01,317.8166114,10.49,0.0877,9.771461688,,
KOI 1475.01,4.326530238,1.81,0.0223,1.60932168,,
KOI 1475.02,6.071813675,2.4,0.0729,9.51221128,,
KOI 1475.03,3.049289501,1.38,0.0457,4.72941969,,
KOI 1479.01,7.367923798,2.71,0.0554,4.98838102,,
KOI 1480.02,2.008876857,1.22,0.0659,7.00441825,,
KOI 1481.01,8.387870399,2.91,0.058,5.101379454,,
KOI 1484.01,6.259853473,2.45,0.0403,3.47020372,,
KOI 1488.01,6.18373546,2.43,0.0463,3.949631375,,
KOI 1491.01,5.616586062,2.27,0.039,3.148664534,,
KOI 1494.01,5.390204091,2.2,0.0718,8.19593235,,
KOI 1498.01,7.858230368,2.81,0.0686,5.83376092,,
KOI 1498.02,,,,2.42149592,,
KOI 1499.02,0.218649734,0.65,0.0161,0.840591182,,
KOI 1499.03,0.686573514,0.9,0.061,6.20925415,,
KOI 1501.01,3.986769079,1.66,0.0331,2.617032536,,
KOI 1505.01,4.916694924,2.04,0.0575,5.03251791,,
KOI 1510.01,4.074490934,1.7,0.0161,0.839961832,,
KOI 1511.01,3.858606784,1.6,0.0362,2.578855068,,
KOI 1519.01,3.593226578,1.45,0.0563,5.14438011,,
KOI 1525.01,5.235931347,2.15,0.0854,7.71468975,,
KOI 1526.01,3.965133749,1.65,0.0546,4.44448017,,
KOI 1528.01,0.864167731,0.96,0.0451,3.989539666,,
KOI 153.01,6.617826717,2.54,0.0747,8.925076369,,
KOI 1531.01,2.626720866,1.32,0.0625,5.69919514,,
KOI 1533.01,2.904009531,1.36,0.0671,6.24146367,,
KOI 1534.02,1.189974748,1.05,0.0801,7.63846023,,
KOI 1536.01,1.230602387,1.06,0.0486,3.744439,,
KOI 1541.01,317.8166114,26.36,0.0374,2.379281938,,
KOI 1544.01,317.8166114,50.63,0.0267,1.525924513,,
KOI 1545.01,317.8166114,13.12,0.0646,5.910371377,,
KOI 1546.01,317.8166114,12.22,0.0186,0.917569588,,
KOI 155.01,15.22274614,3.8,0.0603,5.660672935,,
KOI 1557.04,3.43214029,1.43,0.0241,1.499146953,,
KOI 156.01,2.366848187,1.28,0.0648,8.041331208,,
KOI 1563.01,12.44329744,3.5,0.0557,5.48711079,,
KOI 1563.02,11.17150553,3.34,0.0733,8.29087418,,
KOI 1563.03,4.374236177,1.83,0.0389,3.20539833,,
KOI 1570.01,10.10073295,3.19,0.0699,6.33855761,,
KOI 1572.01,10.3752539,3.23,0.0916,9.803224,,
KOI 1573.02,2.430203139,1.29,0.0727,7.13697857,,
KOI 1574.03,2.183152362,1.25,0.063,5.83392471,,
KOI 1574.04,3.754607027,1.55,0.0836,8.9771991,,
KOI 1577.01,2.763166644,1.34,0.0319,2.806242328,,
KOI 1583.01,4.674314462,1.95,0.077,8.0472642,,
KOI 1584.01,3.049289501,1.38,0.0534,5.8706191,,
KOI 1586.01,5.358867161,2.19,0.0679,6.9913086,,
KOI 1588.01,1.952847544,1.21,0.0366,3.517494394,,
KOI 1590.02,2.763166644,1.34,0.0313,2.355746434,,
KOI 1590.03,4.141589673,1.73,0.05,4.74664825,,
KOI 1597.01,6.337196808,2.47,0.0848,7.79670541,,
KOI 1602.01,2.976092484,1.37,0.089,9.97726191,,
KOI 1602.02,0.560497498,0.85,0.0403,3.03358499,,
KOI 1603.01,2.83303589,1.35,0.0417,3.021668632,,
KOI 1606.01,3.758896536,1.47,0.0581,5.082746517,,
KOI 161.01,7.136764531,2.66,0.0387,3.105508189,,
KOI 1612.01,0.283078198,0.7,0.0366,2.465026158,,
KOI 1615.01,1.272131599,1.07,0.0248,1.340597468,,
KOI 1618.01,0.472651074,0.81,0.0376,2.364369015,,
KOI 1626.01,4.80700055,2,0.0339,2.534756273,,
KOI 1627.02,4.119094078,1.72,0.0608,5.93918879,,
KOI 1627.03,2.763166644,1.34,0.0452,3.80680243,,
KOI 1629.01,2.626720866,1.32,0.0546,4.40966548,,
KOI 1632.01,2.124022514,1.24,0.0542,4.59489604,,
KOI 1637.01,4.422569094,1.85,0.0378,2.970414375,,
KOI 1639.02,1.738856794,1.17,0.0935,9.9824036,,
KOI 1641.01,3.512112137,1.44,0.0571,4.85386933,,
KOI 1646.01,1.111389265,1.03,0.0429,3.72020177,,
KOI 1647.03,1.07341374,1.02,0.0662,6.33027476,,
KOI 1649.01,0.74244155,0.92,0.0391,4.04355143,,
KOI 1650.01,6.742969293,2.57,0.0686,6.53192704,,
KOI 1654.01,200.5502013,9.35,0.0145,1.097210884,,
KOI 1655.01,3.843458236,1.48,0.0186,0.938466832,,
KOI 1658.01,317.8166114,13.67,0.0276,1.544928883,,
KOI 1661.01,317.8166114,52.74,0.0182,0.947732597,,
KOI 1665.01,2.366848187,1.28,0.0759,6.93366476,,
KOI 1665.02,1.272131599,1.07,0.0682,5.91393977,,
KOI 167.01,6.18373546,2.43,0.06,4.919583795,,
KOI 1677.02,,,,8.51170088,,
KOI 1681.01,0.964697681,0.99,0.0532,6.93911381,,
KOI 1681.02,0.269205183,0.69,0.0232,1.992812282,,
KOI 1681.03,0.297469107,0.71,0.0339,3.53106745,,
KOI 1683.01,4.256104636,1.78,0.0866,9.1149903,,
KOI 1687.01,4.302906346,1.8,0.0444,3.932461302,,
KOI 1688.01,0.584218464,0.86,0.0169,0.921032135,,
KOI 1693.01,317.8166114,70.52,0.0429,3.403743097,,
KOI 1694.01,234.6833901,9.68,0.0469,3.690316844,,
KOI 1700.01,2.83303589,1.35,0.0719,8.03755877,,
KOI 1701.01,4.209881582,1.76,0.0421,2.439025374,,
KOI 1702.01,0.360461012,0.75,0.0163,1.538181528,,
KOI 1706.01,3.43214029,1.43,0.0279,1.921437396,,
KOI 1714.01,317.8166114,40.47,0.0348,2.744004971,,
KOI 1716.01,3.837614359,1.59,0.0527,4.88083852,,
KOI 1725.01,4.209881582,1.76,0.0619,9.8851553,,
KOI 1729.01,317.8166114,16.71,0.0545,5.204283146,,
KOI 1731.01,5.485700614,2.23,0.034,2.59489414,,
KOI 1738.01,1.189974748,1.05,0.0464,4.167892514,,
KOI 1745.01,317.8166114,50.81,0.0176,0.982090424,,
KOI 1750.01,4.279431951,1.79,0.0743,7.76846622,,
KOI 1750.02,0.771601124,0.93,0.0353,2.53742112,,
KOI 1751.01,9.078767629,3.03,0.0774,8.689307296,,
KOI 1758.01,11.32296849,3.36,0.0608,5.59729237,,
KOI 1759.01,317.8166114,42.73,0.0238,1.334104616,,
KOI 1762.01,5.518036071,2.24,0.0175,0.870694618,,
KOI 1769.01,317.8166114,39.25,0.0122,0.589049232,,
KOI 1777.01,317.8166114,32.29,0.0349,2.685223606,,
KOI 1781.01,11.3994889,3.37,0.0726,7.834427877,,
KOI 1781.02,4.648344035,1.94,0.0383,3.005155704,,
KOI 1784.01,89.63945263,7.55,0.0587,5.007412846,,
KOI 1792.03,1.687854425,1.16,0.0878,9.10967112,,
KOI 1793.01,76.1946984,7.19,0.0434,3.261759476,,
KOI 1799.01,317.8166114,56.49,0.0286,1.731079578,,
KOI 1802.01,7.274369589,2.69,0.0609,5.248672631,,
KOI 1803.01,22.6738974,4.55,0.0528,4.539287693,,
KOI 1804.01,27.99172128,5.04,0.0559,5.907413537,,
KOI 1812.01,317.8166114,52.12,0.0169,0.805259237,,
KOI 1813.01,6.495636689,2.51,0.0867,9.7678805,,
KOI 1815.01,33.00954545,5.46,0.0414,3.12686223,,
KOI 182.01,317.8166114,13.17,0.0438,3.479425021,,
KOI 1821.01,8.278679535,2.89,0.0849,9.97683705,,
KOI 1823.01,161.7650485,8.88,0.0541,4.468457446,,
KOI 183.01,317.8166114,12.43,0.0378,2.684328485,,
KOI 1833.01,3.879700299,1.61,0.0388,3.692983728,,
KOI 1833.02,4.674314462,1.95,0.0632,7.684334874,,
KOI 1833.03,3.353307488,1.42,0.0518,5.709404918,,
KOI 1837.02,1.687854425,1.16,0.0261,1.682934604,,
KOI 1839.01,19.98926678,4.28,0.0827,9.59070716,,
KOI 1840.01,20.08559595,4.29,0.0733,7.03932553,,
KOI 1840.02,4.164217843,1.74,0.0889,9.38910967,,
KOI 1843.01,3.512112137,1.44,0.0395,4.194496514,,
KOI 1843.02,0.196168258,0.63,0.0521,6.35582284,,
KOI 1845.01,11.24697484,3.35,0.0303,1.970342457,,
KOI 1845.02,39.95047563,5.99,0.0567,5.058213203,,
KOI 1849.01,6.495636689,2.51,0.0743,8.0880135,,
KOI 1851.01,5.616586062,2.27,0.0535,4.469757736,,
KOI 186.01,317.8166114,13.63,0.0443,3.243259796,,
KOI 1860.01,6.958278606,2.62,0.0669,6.31942727,,
KOI 1860.03,4.030389056,1.68,0.0414,3.076452083,,
KOI 1864.01,7.274369589,2.69,0.044,3.215106337,,
KOI 1870.01,6.700923015,2.56,0.0734,7.964315352,,
KOI 1875.01,5.550627191,2.25,0.089,9.91723428,,
KOI 1875.02,2.560133708,1.31,0.0128,0.538354308,,
KOI 188.01,267.1234395,9.94,0.0465,3.797018335,,
KOI 1880.01,3.775219359,1.56,0.0175,1.151166506,,
KOI 1882.01,3.843458236,1.48,0.0462,3.770590584,,
KOI 1883.01,0.930276221,0.98,0.0382,2.707306716,,
KOI 1884.02,4.398323056,1.84,0.0502,4.77502001,,
KOI 1885.01,4.496286318,1.88,0.0626,5.65377733,,
KOI 1886.01,3.673022927,1.51,0.066,5.991857017,,
KOI 1889.02,3.754607027,1.55,0.084,9.18186435,,
KOI 1890.01,3.922200297,1.63,0.0553,4.336429331,,
KOI 1893.01,2.494629698,1.3,0.0445,3.554856915,,
KOI 1894.01,72.78852007,7.09,0.0665,5.28789787,,
KOI 1898.01,3.693294028,1.52,0.0663,6.49801525,,
KOI 19.01,317.8166114,33.12,0.0225,1.203200978,,
KOI 1900.01,1.738856794,1.17,0.048,5.185002073,,
KOI 1906.01,317.8166114,41.82,0.08,8.710435285,,
KOI 191.02,7.757099815,2.79,0.0341,2.418405445,,
KOI 191.03,2.183152362,1.25,0.015,0.708620008,,
KOI 1911.01,9.20005679,3.05,0.0633,5.753221974,,
KOI 1913.01,2.430203139,1.29,0.0598,5.50860439,,
KOI 1922.01,5.14619446,2.12,0.031,1.954524342,,
KOI 1923.01,9.385382657,3.08,0.0734,7.23400469,,
KOI 1930.04,4.209881582,1.76,0.0906,9.34144548,,
KOI 1936.01,1.897838019,1.2,0.0312,1.339670843,,
KOI 1937.01,2.904009531,1.36,0.0209,1.411229847,,
KOI 194.01,317.8166114,14.51,0.0428,3.120829229,,
KOI 1940.02,,,,6.73679732,,
KOI 1946.01,6.785350879,2.58,0.0794,8.29482624,,
KOI 1947.01,3.94361163,1.64,0.0689,6.42294697,,
KOI 195.01,317.8166114,11.68,0.042,3.217518593,,
KOI 1955.03,0.515195225,0.83,0.029,1.644224613,,
KOI 1957.01,4.521193143,1.89,0.025,1.386801364,,
KOI 1957.02,81.56271948,7.34,0.0292,1.75148531,,
KOI 1961.01,4.546271201,1.9,0.0296,1.907805199,,
KOI 1964.01,0.312390273,0.72,0.0319,2.229324792,,
KOI 1965.01,2.560133708,1.31,0.0353,2.51462432,,
KOI 1967.01,1.897838019,1.2,0.0468,4.417696479,,
KOI 1972.02,0.413762478,0.78,0.0229,1.22621732,,
KOI 1973.01,3.713646791,1.53,0.0361,3.290117953,,
KOI 1975.01,6.742969293,2.57,0.0761,7.56052806,,
KOI 1979.01,1.00005227,1,0.0344,2.714077555,,
KOI 1981.01,3.879700299,1.61,0.0198,1.063788673,,
KOI 1982.01,6.455551531,2.5,0.0572,4.88753526,,
KOI 1985.01,7.182272606,2.67,0.0581,5.756242547,,
KOI 1986.02,1.738856794,1.17,0.068,7.12768673,,
KOI 1988.01,12.27667611,3.48,0.0184,0.934884242,,
KOI 199.01,317.8166114,12.13,0.0464,3.268695154,,
KOI 1996.02,0.714104113,0.91,0.0595,7.07399255,,
KOI 1998.01,6.914531634,2.61,0.0724,6.77408868,,
KOI 1999.01,317.8166114,45.36,0.0251,1.120646436,,
KOI 2001.01,5.998674486,2.38,0.077,8.27744313,,
KOI 2004.02,0.432753292,0.79,0.0422,3.18897601,,
KOI 2004.03,0.156339702,0.59,0.0279,1.72109431,,
KOI 2005.01,2.904009531,1.36,0.059,6.92101021,,
KOI 2006.01,0.60867188,0.87,0.0334,3.273460736,,
KOI 201.01,183.6799978,9.16,0.0524,4.225384512,,
KOI 2013.01,0.413762478,0.78,0.0286,2.414351654,,
KOI 2014.01,317.8166114,55.66,0.0353,2.466073106,,
KOI 2016.01,4.780077429,1.99,0.054,4.30655689,,
KOI 2017.01,1.357929105,1.09,0.0323,2.295036233,,
KOI 2021.01,4.164217843,1.74,0.044,3.764191048,,
KOI 2026.01,5.518036071,2.24,0.0395,2.757982666,,
KOI 2029.03,0.230571988,0.66,0.0665,6.88729828,,
KOI 2029.04,0.165682887,0.6,0.0522,4.78850157,,
KOI 2031.01,3.94361163,1.64,0.0748,9.30412078,,
KOI 2034.01,12.19420063,3.47,0.0455,3.609308907,,
KOI 2034.02,3.775219359,1.56,0.0344,2.37030743,,
KOI 2035.01,6.659209628,2.55,0.0284,1.931559839,,
KOI 2037.02,5.550627191,2.25,0.0576,5.47715929,,
KOI 2037.03,5.616586062,2.27,0.0776,8.56266484,,
KOI 2039.01,2.694396714,1.33,0.0585,5.42587228,,
KOI 2039.02,0.283078198,0.7,0.0158,0.762129261,,
KOI 2047.01,4.279431951,1.79,0.0708,6.2216147,,
KOI 2048.01,3.758896536,1.47,0.0533,6.1799844,,
KOI 2049.01,3.199043923,1.4,0.0282,1.569066502,,
KOI 2050.02,3.900897328,1.62,0.0407,3.17799928,,
KOI 2052.01,15.1212701,3.79,0.0547,4.224641745,,
KOI 2055.01,4.674314462,1.95,0.0802,8.67888593,,
KOI 2055.02,3.049289501,1.38,0.048,4.02582254,,
KOI 2055.03,1.687854425,1.16,0.035,2.50475882,,
KOI 2055.04,2.243329004,1.26,0.0636,6.13074243,,
KOI 2057.01,1.687854425,1.16,0.053,5.94566534,,
KOI 2058.01,3.049289501,1.38,0.0214,1.52372816,,
KOI 2059.01,0.472651074,0.81,0.0611,6.14727918,,
KOI 2059.02,0.094795718,0.51,0.0307,2.18565946,,
KOI 2060.01,4.726814867,1.97,0.0343,2.800118124,,
KOI 2061.02,1.111389265,1.03,0.0197,1.090013327,,
KOI 2063.01,3.879700299,1.61,0.0387,3.00725242,,
KOI 2064.01,5.683596524,2.29,0.0685,6.31218195,,
KOI 2071.01,4.496286318,1.88,0.0478,3.856918547,,
KOI 2072.01,0.452378284,0.8,0.0255,1.543206604,,
KOI 2075.01,1.588791551,1.14,0.0316,2.05333679,,
KOI 2079.01,0.493585421,0.82,0.0154,0.693842855,,
KOI 208.01,317.8166114,11.42,0.0439,3.003876581,,
KOI 2081.01,18.94536485,4.17,0.0758,6.21416622,,
KOI 2083.01,4.700470601,1.96,0.0758,7.72084349,,
KOI 2084.01,9.078767629,3.03,0.0488,4.195775379,,
KOI 2090.01,4.422569094,1.85,0.0466,5.132485618,,
KOI 2091.01,8.387870399,2.91,0.0786,8.77995434,,
KOI 2093.01,9.638917655,3.12,0.0732,6.78341538,,
KOI 2093.02,3.879700299,1.61,0.0377,2.5081152,,
KOI 2093.03,2.626720866,1.32,0.0203,0.992140132,,
KOI 2095.01,1.357929105,1.09,0.0232,1.434741564,,
KOI 2096.01,4.700470601,1.96,0.0821,9.7629522,,
KOI 2100.01,2.124022514,1.24,0.0514,4.27103091,,
KOI 2101.01,1.738856794,1.17,0.0336,2.892217506,,
KOI 2103.01,1.540715576,1.13,0.0346,2.543072855,,
KOI 2104.01,9.574837287,3.11,0.0337,2.168452593,,
KOI 2105.01,2.366848187,1.28,0.0689,6.42200058,,
KOI 2106.01,5.327773833,2.18,0.0892,9.75369069,,
KOI 2110.01,1.272131599,1.07,0.0614,5.03728015,,
KOI 2114.01,4.596950671,1.92,0.0461,4.421572182,,
KOI 2116.01,3.123605174,1.39,0.0229,1.252752174,,
KOI 2119.01,3.049289501,1.38,0.0129,0.571038518,,
KOI 212.01,66.05422686,6.88,0.0627,5.695902365,,
KOI 2120.01,3.353307488,1.42,0.0784,8.77426218,,
KOI 2121.01,3.123605174,1.39,0.0513,4.51005748,,
KOI 2126.01,5.855850033,2.34,0.0754,9.69312032,,
KOI 2129.01,4.496286318,1.88,0.0872,8.79617863,,
KOI 2133.01,317.8166114,15.39,0.0733,6.24668005,,
KOI 214.01,181.1740097,9.13,0.0419,3.311864499,,
KOI 2143.01,1.036304426,1.01,0.0538,4.79028459,,
KOI 2145.01,4.030389056,1.68,0.0812,8.3265153,,
KOI 2146.01,3.673022927,1.51,0.0369,2.949029052,,
KOI 2155.01,4.052378547,1.69,0.0517,4.33946454,,
KOI 2156.01,4.279431951,1.79,0.0309,2.852348975,,
KOI 2158.01,2.694396714,1.33,0.0519,4.56204856,,
KOI 2158.02,1.036304426,1.01,0.0669,6.68228463,,
KOI 2159.01,1.790849906,1.18,0.0745,7.59665826,,
KOI 2164.01,3.816720598,1.58,0.0547,5.12330347,,
KOI 2167.02,3.123605174,1.39,0.0708,6.95787,,
KOI 2169.01,0.584218464,0.86,0.0596,5.45298175,,
KOI 2169.02,0.230571988,0.66,0.0424,3.266612036,,
KOI 2169.03,0.218649734,0.65,0.0507,4.27225316,,
KOI 2169.04,0.038244408,0.39,0.0325,2.19250988,,
KOI 217.01,317.8166114,13.14,0.0485,3.905081985,,
KOI 2171.01,3.512112137,1.44,0.0458,3.53232449,,
KOI 2174.01,3.965133749,1.65,0.0593,6.69332631,,
KOI 2174.03,2.124022514,1.24,0.0653,7.72515184,,
KOI 2188.02,0.584218464,0.86,0.0693,6.7445683,,
KOI 219.01,17.5682446,4.02,0.072,8.025118213,,
KOI 2191.01,1.036304426,1.01,0.0652,8.84786839,,
KOI 2193.01,3.734083647,1.54,0.0299,2.361724329,,
KOI 2193.02,2.626720866,1.32,0.0436,4.16288745,,
KOI 2199.01,4.944631052,2.05,0.0813,9.03322647,,
KOI 2199.02,1.738856794,1.17,0.0394,3.05292881,,
KOI 22.01,317.8166114,12.24,0.0796,7.891448474,,
KOI 2200.01,3.986769079,1.66,0.0394,3.17060005,,
KOI 2202.01,1.111389265,1.03,0.0163,0.813166719,,
KOI 2206.01,4.008520041,1.67,0.029,1.834281138,,
KOI 2208.01,0.584218464,0.86,0.0342,2.344511944,,
KOI 221.01,22.6738974,4.55,0.0406,3.413036221,,
KOI 221.02,0.452378284,0.8,0.0584,5.8966109,,
KOI 2210.01,3.758896536,1.47,0.0347,2.888904849,,
KOI 2213.01,3.593226578,1.45,0.0443,3.97076766,,
KOI 2214.01,2.83303589,1.35,0.0324,2.352265797,,
KOI 2219.01,1.738856794,1.17,0.0437,3.757291599,,
KOI 2220.04,1.111389265,1.03,0.0733,7.66464553,,
KOI 2223.01,3.94361163,1.64,0.0188,1.104463509,,
KOI 2224.01,2.304558854,1.27,0.0466,3.73089898,,
KOI 2225.01,6.108823457,2.41,0.0382,2.787868386,,
KOI 2226.01,8.065230832,2.85,0.0784,8.46354764,,
KOI 2238.01,0.714104113,0.91,0.0225,1.646801908,,
KOI 2241.01,6.415784775,2.49,0.0765,7.16521372,,
KOI 2242.01,4.030389056,1.68,0.0277,1.755835327,,
KOI 2243.01,4.008520041,1.67,0.0604,5.1856142,,
KOI 2243.02,4.008520041,1.67,0.0837,8.45808312,,
KOI 2247.01,0.864167731,0.96,0.0448,4.45743164,,
KOI 2248.01,3.353307488,1.42,0.0365,2.818150106,,
KOI 2248.02,1.189974748,1.05,0.082,9.4907638,,
KOI 2248.04,1.111389265,1.03,0.035,2.64622695,,
KOI 225.01,317.8166114,31.69,0.0174,0.838597488,,
KOI 2250.01,6.958278606,2.62,0.0371,2.935359333,,
KOI 2250.02,4.096728638,1.71,0.0133,0.626281378,,
KOI 2255.01,4.726814867,1.97,0.0755,7.97034958,,
KOI 226.01,4.726814867,1.97,0.0732,8.30864937,,
KOI 2260.01,0.633872346,0.88,0.0679,6.11786898,,
KOI 2261.01,2.008876857,1.22,0.0456,3.97599768,,
KOI 2261.02,0.686573514,0.9,0.0641,6.6254781,,
KOI 2263.02,3.43214029,1.43,0.0905,9.478522,,
KOI 2266.01,4.074490934,1.7,0.0175,1.003933739,,
KOI 2269.01,7.707118489,2.78,0.0156,0.614083682,,
KOI 2273.01,0.964697681,0.99,0.0681,6.11009134,,
KOI 2274.01,6.871129633,2.6,0.0882,9.98969327,,
KOI 2276.01,7.462954578,2.73,0.0284,1.44259224,,
KOI 2281.01,0.714104113,0.91,0.0158,0.7698536,,
KOI 2282.01,3.199043923,1.4,0.0712,6.89225223,,
KOI 229.01,39.40285127,5.95,0.0457,3.573203671,,
KOI 2297.01,3.843458236,1.48,0.055,4.64493642,,
KOI 2300.01,2.763166644,1.34,0.0346,2.685057492,,
KOI 2303.01,3.795923074,1.57,0.0621,4.89337519,,
KOI 2303.02,3.795923074,1.57,0.0928,8.93490815,,
KOI 2306.01,0.714104113,0.91,0.0101,0.512407902,,
KOI 2307.01,317.8166114,48.71,0.0487,4.150301706,,
KOI 2317.01,4.279431951,1.79,0.049,3.78858982,,
KOI 2324.01,3.986769079,1.66,0.0222,1.204682693,,
KOI 2325.01,2.83303589,1.35,0.0181,1.025857703,,
KOI 2327.01,3.693294028,1.52,0.0597,5.60014851,,
KOI 2329.01,1.790849906,1.18,0.0215,1.615359728,,
KOI 2331.01,1.540715576,1.13,0.0397,2.832652134,,
KOI 2332.01,3.843458236,1.48,0.0442,3.70062174,,
KOI 2337.01,5.11673882,2.11,0.0726,8.49642241,,
KOI 2339.01,1.637835237,1.15,0.0271,2.03231845,,
KOI 234.01,12.11227869,3.46,0.0897,9.61375356,,
KOI 2340.01,4.279431951,1.79,0.0766,7.6847716,,
KOI 2344.01,1.189974748,1.05,0.0189,1.118549717,,
KOI 2347.01,0.864167731,0.96,0.0114,0.588000765,,
KOI 235.01,5.087507489,2.1,0.0598,5.632528453,,
KOI 2350.01,4.186981007,1.75,0.0196,1.078390352,,
KOI 2352.03,2.560133708,1.31,0.0867,8.2563025,,
KOI 2353.01,5.453618406,2.22,0.0559,5.18674073,,
KOI 2354.01,317.8166114,68.57,0.0215,1.151245221,,
KOI 2355.01,3.94361163,1.64,0.0201,1.216997663,,
KOI 2357.01,4.074490934,1.7,0.0349,2.42087351,,
KOI 2361.01,5.786126164,2.32,0.0655,5.78388573,,
KOI 2363.01,0.930276221,0.98,0.037,3.138781,,
KOI 2364.01,11.47653852,3.38,0.0552,5.2424184,,
KOI 2367.01,2.626720866,1.32,0.0742,6.89208596,,
KOI 2368.01,3.775219359,1.56,0.0753,8.07124073,,
KOI 2369.02,2.763166644,1.34,0.068,6.3143447,,
KOI 2369.03,2.694396714,1.33,0.0744,7.227407,,
KOI 237.01,6.742969293,2.57,0.0846,8.508324398,,
KOI 2372.01,0.74244155,0.92,0.0599,5.34982412,,
KOI 2378.01,2.008876857,1.22,0.0528,4.76703963,,
KOI 2380.01,4.030389056,1.68,0.0682,6.35705236,,
KOI 2383.01,3.675486983,1.46,0.0543,4.37034536,,
KOI 2387.01,4.571522906,1.91,0.0326,2.032325072,,
KOI 239.01,18.38809984,4.11,0.0632,5.640677572,,
KOI 239.02,3.593226578,1.45,0.0471,3.62269606,,
KOI 2392.01,2.976092484,1.37,0.0685,7.42693741,,
KOI 2393.01,2.243329004,1.26,0.0485,4.602996,,
KOI 2393.02,1.447435038,1.11,0.0147,0.766689534,,
KOI 2398.01,317.8166114,115.12,0.0223,1.169010265,,
KOI 2399.01,0.269205183,0.69,0.0274,1.916944254,,
KOI 240.01,18.02134426,4.07,0.0532,4.28686431,,
KOI 2404.01,2.124022514,1.24,0.0318,2.10082411,,
KOI 2406.01,3.795923074,1.57,0.0738,7.01075434,,
KOI 2409.01,3.758896536,1.47,0.0124,0.577369579,,
KOI 2415.01,5.235931347,2.15,0.0602,5.25419736,,
KOI 2416.01,3.43214029,1.43,0.065,5.90609759,,
KOI 2419.01,8.065230832,2.85,0.0921,9.95661537,,
KOI 242.01,36.068236,5.7,0.0736,7.258447213,,
KOI 2420.02,0.60867188,0.87,0.0609,5.46748701,,
KOI 2421.01,0.094795718,0.51,0.0275,2.27049088,,
KOI 2421.02,0.082704292,0.49,0.0402,4.02320508,,
KOI 2426.01,0.25583784,0.68,0.049,4.16055856,,
KOI 2433.06,3.94361163,1.64,0.0671,6.06330298,,
KOI 2435.01,2.065932908,1.23,0.0674,6.8025094,,
KOI 2437.01,3.795923074,1.57,0.0546,4.14787559,,
KOI 2439.01,5.001135231,2.07,0.0626,5.19104016,,
KOI 2439.02,2.183152362,1.25,0.0801,7.5017805,,
KOI 2440.01,1.588791551,1.14,0.0534,4.8663815,,
KOI 2449.02,1.189974748,1.05,0.0186,0.912340414,,
KOI 2450.02,1.111389265,1.03,0.0705,7.19317988,,
KOI 2453.01,3.734083647,1.54,0.0195,1.530515949,,
KOI 2457.01,1.637835237,1.15,0.049,3.70428172,,
KOI 2458.01,3.775219359,1.56,0.0484,4.35409304,,
KOI 2458.02,3.94361163,1.64,0.0372,2.936584681,,
KOI 2463.01,1.687854425,1.16,0.0779,7.46725407,,
KOI 2467.01,1.843841207,1.19,0.0583,5.05661845,,
KOI 2472.01,5.358867161,2.19,0.0394,2.607543834,,
KOI 2480.01,2.560133708,1.31,0.0123,0.666826778,,
KOI 2485.01,3.734083647,1.54,0.084,9.99113313,,
KOI 2485.02,2.626720866,1.32,0.0425,3.60084276,,
KOI 2485.03,2.83303589,1.35,0.058,5.72717226,,
KOI 2486.01,3.43214029,1.43,0.0524,4.26795346,,
KOI 2489.01,4.596950671,1.92,0.0478,3.9245216,,
KOI 249.01,4.350306043,1.82,0.0641,9.549275422,,
KOI 2491.01,3.754607027,1.55,0.0376,2.668313762,,
KOI 2492.01,0.537494525,0.84,0.0194,0.984940167,,
KOI 2493.01,3.843458236,1.48,0.0142,0.663085258,,
KOI 25.01,317.8166114,22.44,0.043,3.13260497,,
KOI 2506.01,4.571522906,1.91,0.0829,8.67900242,,
KOI 2508.01,3.858606784,1.6,0.069,7.10394924,,
KOI 2509.01,1.588791551,1.14,0.051,4.55139967,,
KOI 2516.01,1.952847544,1.21,0.0387,2.81042295,,
KOI 2517.01,0.964697681,0.99,0.0174,0.968526023,,
KOI 2519.01,1.588791551,1.14,0.0455,4.790915598,,
KOI 2520.01,3.758896536,1.47,0.0612,6.49441289,,
KOI 2521.02,3.775219359,1.56,0.0531,4.86635506,,
KOI 2522.01,6.18373546,2.43,0.0608,5.60401852,,
KOI 2523.02,2.694396714,1.33,0.0368,2.61090672,,
KOI 2527.01,0.115279413,0.54,0.0205,1.385785956,,
KOI 253.01,6.828070187,2.59,0.0565,6.383163462,,
KOI 2532.01,4.496286318,1.88,0.0762,7.97098825,,
KOI 2533.01,8.959264967,3.01,0.0712,6.03356196,,
KOI 2534.01,1.897838019,1.2,0.0423,3.0255955,,
KOI 2534.02,1.07341374,1.02,0.0624,5.42200756,,
KOI 2542.01,0.156339702,0.59,0.0103,0.727330426,,
KOI 2543.01,2.008876857,1.22,0.0202,1.302015734,,
KOI 2545.01,2.560133708,1.31,0.0799,6.98152703,,
KOI 2547.01,3.652831056,1.5,0.0807,8.94343618,,
KOI 2548.01,2.124022514,1.24,0.0156,0.827149298,,
KOI 2552.01,1.843841207,1.19,0.0477,3.65691115,,
KOI 2559.01,1.687854425,1.16,0.0866,9.30989826,,
KOI 256.01,317.8166114,1687.9,0.0183,1.378651791,,
KOI 2561.01,0.395392364,0.77,0.0419,3.23941344,,
