NAME,MASS,R,A,PER,MULT,DENSITY
Kepler-182 b,6.559131008,2.579993513,0.0897811,9.825792,1,
Kepler-183 b,4.852201552,2.059997688,0.0623606,5.687945,1,
Kepler-185 b,1.614966042,1.169993409,0.0271381,1.6329,1,
Kepler-186 b,1.176118509,1.069044207,0.0378277,3.8867907,1,
Kepler-186 c,2.023554256,1.248882215,0.0574114,7.267302,1,
Kepler-187 b,3.051617896,1.410000104,0.0567577,4.938864,1,
Kepler-188 b,3.953575083,1.680002032,0.0317043,2.061897,1,
Kepler-188 c,9.657207337,3.189997453,0.0645963,5.996553,1,
Kepler-190 b,3.707839279,1.559998684,0.0312733,2.019999,1,
Kepler-190 c,3.42622198,1.459992158,0.0473476,3.763024,1,
Kepler-191 b,2.571969066,1.340000019,0.0904732,9.939632,1,
Kepler-192 b,7.238781832,2.739990504,0.090395,9.926746,1,
Kepler-194 b,3.82819643,1.509995421,0.032015,2.092281,1,
Kepler-195 b,4.772715617,2.029991246,0.0802786,8.307872,1,
Kepler-197 b,0.994775528,1.019998191,0.061711,5.599308,1,
Kepler-200 b,5.044512383,2.129997772,0.0821165,8.594805,1,
Kepler-202 b,3.849521924,1.629998769,0.0498841,4.069427,1,
Kepler-203 b,6.519403932,2.569995102,0.0421675,3.162697,1,
Kepler-203 c,6.13862785,2.469999785,0.0600193,5.370647,1,
Kepler-205 b,3.82819643,1.509995421,0.038467,2.75564,1,
Kepler-206 b,1.763357796,1.19999985,0.0768541,7.781987,1,
Kepler-207 b,3.727829944,1.569997095,0.0269045,1.611865,1,
Kepler-207 c,3.745627674,1.49999701,0.0413536,3.071571,1,
Kepler-207 d,10.44726765,3.309989592,0.0636703,5.868075,1,
Kepler-208 b,3.849521924,1.629998769,0.0511769,4.22864,1,
Kepler-208 c,2.909302796,1.390003282,0.0747634,7.466623,1,
Kepler-210 b,8.214478829,2.939992347,0.0355986,2.453234,1,
Kepler-210 c,12.81592307,3.619996372,0.0781034,7.972513,1,
Kepler-211 b,2.086002042,1.260001524,0.0504476,4.138575,1,
Kepler-211 c,2.260604132,1.289996756,0.0649112,6.04045,1,
Kepler-213 b,3.829022753,1.620000358,0.0356868,2.46236,1,
Kepler-213 c,5.686088777,2.339998026,0.0558662,4.822962,1,
Kepler-215 b,3.829022753,1.620000358,0.086925,9.360672,1,
Kepler-216 b,5.719268831,2.349996437,0.0762713,7.693641,1,
Kepler-217 b,5.337221482,2.229993089,0.0600513,5.374943,1,
Kepler-217 c,4.329011846,1.849997434,0.0820605,8.586004,1,
Kepler-218 b,3.583763674,1.480000189,0.0461345,3.619337,1,
Kepler-219 b,8.267236386,2.949990758,0.0540172,4.585512,1,
Kepler-220 b,0.438469332,0.809999058,0.05062,4.159807,1,
Kepler-220 c,3.727829944,1.569997095,0.0848919,9.034199,1,
Kepler-221 b,4.01723375,1.709997264,0.0388408,2.795906,1,
Kepler-221 c,8.162134433,2.929993936,0.0623799,5.690586,1,
Kepler-222 b,9.469886226,3.159991012,0.0487958,3.936981,1,
Kepler-223 b,3.974678106,1.690000443,0.0742116,7.384108,1,
Kepler-223 c,4.694945892,1.999996014,0.0899174,9.848183,1,
Kepler-224 b,2.909302796,1.390003282,0.0419025,3.132924,1,
Kepler-224 c,9.226438701,3.119997368,0.0640814,5.925003,1,
Kepler-225 b,1.763357796,1.19999985,0.0698236,6.738975,1,
Kepler-226 b,3.687943959,1.550000273,0.0488289,3.940997,1,
Kepler-226 c,5.460693236,2.269997942,0.0598621,5.349555,1,
Kepler-226 d,1.867004149,1.219996672,0.0789926,8.109044,1,
Kepler-227 b,9.166657397,3.109998958,0.0877115,9.488015,1,
Kepler-228 b,3.996671015,1.529992243,0.0366865,2.566546,1,
Kepler-228 c,7.060899874,2.699996861,0.050414,4.134444,1,
Kepler-229 b,5.247088691,2.199997857,0.0664249,6.252972,1,
Kepler-23 b,4.442917319,1.898308141,0.0749015,7.10664,1,
Kepler-232 b,8.989856016,3.079992516,0.0527986,4.431222,1,
Kepler-233 b,5.994466235,2.429994933,0.0813349,8.472382,1,
Kepler-234 b,13.50990743,3.699994867,0.0380552,2.711506,1,
Kepler-234 c,11.918695,3.509991435,0.0730543,7.21205,1,
Kepler-235 b,5.337221482,2.229993089,0.0437311,3.340222,1,
Kepler-235 c,2.201398075,1.279998346,0.0771364,7.824904,1,
Kepler-236 b,3.727829944,1.569997095,0.0801996,8.295611,1,
Kepler-237 b,3.051617896,1.410000104,0.0550302,4.715106,1,
Kepler-237 c,4.906135031,2.079994509,0.0789575,8.103636,1,
Kepler-238 b,4.060266119,1.729994086,0.0320006,2.090876,1,
Kepler-238 c,5.854754052,2.390001289,0.0657332,6.155557,1,
Kepler-24 b,5.881863809,2.397858785,0.0800144,8.14561,1,
Kepler-24 d,3.932535623,1.669992412,0.0513038,4.244384,1,
Kepler-240 b,2.771166984,1.369995252,0.0504957,4.144495,1,
Kepler-240 c,5.247088691,2.199997857,0.0779794,7.953528,1,
Kepler-242 b,6.680250919,2.609999954,0.0796077,8.20395,1,
Kepler-243 b,6.065974972,2.449991754,0.0625614,5.715442,1,
Kepler-244 b,7.329836291,2.759998534,0.0518456,4.311792,1,
Kepler-244 c,4.825536738,2.049999277,0.0894244,9.767292,1,
Kepler-245 b,6.519403932,2.569995102,0.0749207,7.49019,1,
Kepler-246 b,5.686088777,2.339998026,0.0541452,4.60182,1,
Kepler-247 b,3.870148222,1.63999718,0.0436956,3.33616,1,
Kepler-247 c,17.4234694,4.089988934,0.087412,9.439452,1,
Kepler-248 b,8.647726434,3.019990842,0.0668155,6.308205,1,
Kepler-249 b,1.259790088,1.089998276,0.0434366,3.306539,1,
Kepler-249 c,3.82819643,1.509995421,0.0723886,7.113702,1,
Kepler-25 b,7.104853912,2.709995271,0.0702822,6.2385,1,
Kepler-250 b,1.430187464,1.129999765,0.0505253,4.148141,1,
Kepler-250 c,5.492125299,2.279996353,0.0726807,7.156804,1,
Kepler-251 b,2.507652518,1.330001609,0.0556186,4.790936,1,
Kepler-252 b,1.920270213,1.229995083,0.0693352,6.668391,1,
Kepler-253 b,3.849521924,1.629998769,0.0475233,3.783986,1,
Kepler-254 b,15.10626848,3.869990269,0.0633704,5.826662,1,
Kepler-255 b,3.687943959,1.550000273,0.0625553,5.714606,1,
Kepler-255 c,8.482271106,2.98999561,0.0905121,9.946047,1,
Kepler-256 b,3.768033745,1.589993917,0.0270005,1.620493,1,
Kepler-256 c,5.101306212,2.149994594,0.0441473,3.38802,1,
Kepler-256 d,6.175399232,2.479998196,0.0634611,5.839172,1,
Kepler-257 b,6.680250919,2.609999954,0.0349126,2.382667,1,
Kepler-257 c,31.00072217,5.409992132,0.0687315,6.581484,1,
Kepler-259 b,7.516076825,2.799992178,0.0790333,8.115317,1,
Kepler-26 d,1.179843319,1.069998092,0.0454914,3.543919,1,
Kepler-260 b,4.720689038,2.009994425,0.0795006,8.187399,1,
Kepler-265 b,4.352307804,1.859995845,0.0705628,6.846262,1,
Kepler-266 b,6.175399232,2.479998196,0.0689878,6.61833,1,
Kepler-267 b,4.64399989,1.979999192,0.0438489,3.353728,1,
Kepler-267 c,5.044512383,2.129997772,0.0707769,6.87745,1,
Kepler-269 b,6.13862785,2.469999785,0.0596916,5.326718,1,
Kepler-269 c,3.974678106,1.690000443,0.079115,8.127899,1,
Kepler-271 b,0.61180969,0.889998675,0.0588746,5.217738,1,
Kepler-271 c,0.92669921,0.999998007,0.0743912,7.410935,1,
Kepler-272 b,3.198220342,1.429996926,0.0404491,2.971353,1,
Kepler-272 c,4.192255358,1.78999576,0.0650321,6.057342,1,
Kepler-273 b,3.745627674,1.49999701,0.0401325,2.936532,1,
Kepler-273 c,4.64399989,1.979999192,0.0783802,8.014927,1,
Kepler-28 b,12.62116505,3.596782573,0.0581375,5.91213,1,
Kepler-28 c,11.06259239,3.396960073,0.0768547,8.98597,1,
Kepler-280 b,3.349151451,1.449993747,0.0324953,2.139542,1,
Kepler-280 c,4.720689038,2.009994425,0.0557436,4.807091,1,
Kepler-282 b,0.960292426,1.00999866,0.0860552,9.220524,1,
Kepler-285 b,2.571969066,1.340000019,0.0373252,2.633867,1,
Kepler-285 c,1.386249318,1.119997992,0.0659546,6.186676,1,
Kepler-286 b,1.974511974,1.239993493,0.0289196,1.796302,1,
Kepler-286 c,2.771166984,1.369995252,0.0448402,3.468095,1,
Kepler-286 d,2.507652518,1.330001609,0.0640044,5.914323,1,
Kepler-288 b,3.932535623,1.669992412,0.065318,6.097326,1,
Kepler-291 b,5.130036833,2.159993005,0.0455136,3.546511,1,
Kepler-291 c,4.39931288,1.879992666,0.0624544,5.700786,1,
Kepler-292 b,2.444372053,1.320003198,0.0368224,2.580827,1,
Kepler-292 c,3.504500211,1.470001778,0.0469467,3.715335,1,
Kepler-292 d,5.337221482,2.229993089,0.0719945,7.055679,1,
Kepler-294 b,4.147761032,1.769998938,0.0468277,3.701212,1,
Kepler-294 c,7.104853912,2.709995271,0.0690438,6.6264,1,
Kepler-296 b,0.743042525,0.939998575,0.0461525,3.621457,1,
Kepler-296 c,5.101306212,2.149994594,0.063479,5.841648,1,
Kepler-299 b,2.444372053,1.320003198,0.0400468,2.927128,1,
Kepler-299 c,6.846119408,2.649993597,0.0708347,6.885875,1,
Kepler-301 b,2.637321696,1.34999843,0.0361317,2.508553,1,
Kepler-301 c,2.637321696,1.34999843,0.0603792,5.419026,1,
Kepler-303 b,0.61180969,0.889998675,0.0304113,1.937055,1,
Kepler-303 c,1.475012319,1.139998176,0.0720317,7.061149,1,
Kepler-304 b,7.806370518,2.859993851,0.0433417,3.295709,1,
Kepler-304 c,5.158958145,2.169991416,0.0596111,5.315946,1,
Kepler-304 d,7.284134262,2.750000124,0.0887283,9.653471,1,
Kepler-306 b,3.911877543,1.519993832,0.0544926,4.646186,1,
Kepler-306 c,5.719268831,2.349996437,0.0732442,7.240193,1,
Kepler-308 b,5.016449176,2.119999362,0.0889821,9.694928,1,
Kepler-309 b,3.707839279,1.559998684,0.0640717,5.923653,1,
Kepler-311 b,3.995908255,1.699998854,0.0857785,9.176092,1,
Kepler-312 b,2.260604132,1.289996756,0.0286627,1.772419,1,
Kepler-314 b,0.477872235,0.829998122,0.0356743,2.461069,1,
Kepler-314 c,8.007389525,2.899998704,0.0643363,5.960392,1,
Kepler-316 b,1.141158681,1.05999856,0.0335097,2.240508,1,
Kepler-316 c,1.567392073,1.159994998,0.0704356,6.827766,1,
Kepler-317 b,4.933403696,2.08999292,0.0611582,5.524242,1,
Kepler-317 c,4.038686371,1.719995675,0.0832604,8.77501,1,
Kepler-318 b,23.30279067,4.709991285,0.0546218,4.662715,1,
Kepler-319 b,3.849521924,1.629998769,0.0522529,4.362705,1,
Kepler-319 c,6.76253364,2.629996776,0.0712147,6.941357,1,
Kepler-32 b,5.248042141,2.200322917,0.0520435,5.90124,1,
Kepler-32 c,4.694119569,1.999682162,0.0676835,8.7522,1,
Kepler-32 e,3.734694783,1.498663142,0.0323795,2.896,1,
Kepler-32 f,0.456419614,0.819267764,0.0130732,0.74296,1,
Kepler-320 b,1.475012319,1.139998176,0.0806883,8.371554,1,
Kepler-321 b,4.147761032,1.769998938,0.0565776,4.915379,1,
Kepler-322 b,0.960292426,1.00999866,0.0273702,1.653888,1,
Kepler-322 c,3.932535623,1.669992412,0.0520493,4.337234,1,
Kepler-323 b,3.198220342,1.429996926,0.0276391,1.678327,1,
Kepler-323 c,3.849521924,1.629998769,0.0455761,3.553822,1,
Kepler-324 b,1.475012319,1.139998176,0.0524333,4.385315,1,
Kepler-325 b,8.058589781,2.909997115,0.0536941,4.544439,1,
Kepler-326 b,3.911877543,1.519993832,0.0335877,2.248329,1,
Kepler-326 c,2.979928003,1.400001693,0.0539767,4.580358,1,
Kepler-326 d,1.81470107,1.209998261,0.0700163,6.766888,1,
Kepler-327 b,1.34321377,1.10999846,0.0365246,2.549575,1,
Kepler-327 c,1.030129448,1.029997723,0.0588339,5.212333,1,
Kepler-329 b,2.979928003,1.400001693,0.0744278,7.416397,1,
Kepler-33 b,4.078572356,1.738445657,0.0677431,5.66793,1,
Kepler-330 b,2.637321696,1.34999843,0.0799685,8.25978,1,
Kepler-331 b,4.26001386,1.820002201,0.0812396,8.457496,1,
Kepler-332 b,1.614966042,1.169993409,0.0758257,7.626324,1,
Kepler-334 b,1.386249318,1.119997992,0.0607596,5.470319,1,
Kepler-335 b,11.01196421,3.389999296,0.0685981,6.562331,1,
Kepler-336 b,0.994775528,1.019998191,0.0313231,2.024823,1,
Kepler-336 c,4.960863051,2.099991331,0.0884004,9.600001,1,
Kepler-337 b,3.668143984,1.540001863,0.043316,3.292781,1,
Kepler-337 c,4.825536738,2.049999277,0.0889716,9.693201,1,
Kepler-339 b,3.124378831,1.419998515,0.0570545,4.977656,1,
Kepler-339 c,1.520742951,1.149996587,0.0715337,6.988055,1,
Kepler-341 b,1.663525242,1.180003028,0.0587074,5.195528,1,
Kepler-341 c,3.995908255,1.699998854,0.0783507,8.01041,1,
Kepler-343 b,5.924069855,2.409998111,0.0844802,8.96855,1,
Kepler-345 b,0.319157798,0.739998973,0.0744222,7.415563,1,
Kepler-345 c,1.763357796,1.19999985,0.0870905,9.387427,1,
Kepler-346 b,6.888420799,2.659992008,0.0682408,6.511127,1,
Kepler-348 b,3.911877543,1.519993832,0.0720019,7.05677,1,
Kepler-349 b,4.446985372,1.900000697,0.0641159,5.929778,1,
Kepler-353 b,0.61180969,0.889998675,0.0631426,5.795278,1,
Kepler-353 c,2.839665998,1.379993663,0.0809409,8.410894,1,
Kepler-354 b,4.305874797,1.839999023,0.0608066,5.47666,1,
Kepler-356 b,3.727829944,1.569997095,0.0542304,4.612696,1,
Kepler-357 b,4.305874797,1.839999023,0.0679912,6.475434,1,
Kepler-360 b,3.890838084,1.649995591,0.0432887,3.289672,1,
Kepler-360 c,4.960863051,2.099991331,0.0728812,7.186434,1,
Kepler-361 b,3.349151451,1.449993747,0.081426,8.486616,1,
Kepler-363 b,1.567392073,1.159994998,0.046094,3.614568,1,
Kepler-363 c,3.974678106,1.690000443,0.0752686,7.542427,1,
Kepler-366 b,3.42622198,1.459992158,0.043221,3.281959,1,
Kepler-369 b,1.430187464,1.129999765,0.0382537,2.732756,1,
Kepler-370 b,3.768033745,1.589993917,0.0539702,4.57953,1,
Kepler-372 b,2.703719942,1.359996841,0.0705863,6.849692,1,
Kepler-373 b,2.703719942,1.359996841,0.0612399,5.535309,1,
Kepler-374 b,1.030129448,1.029997723,0.0299991,1.897806,1,
Kepler-374 c,1.301058575,1.099997808,0.0432285,3.282807,1,
Kepler-374 d,2.382048215,1.309993578,0.0574402,5.028219,1,
Kepler-376 b,1.179843319,1.069998092,0.0566146,4.920199,1,
Kepler-380 b,1.71297115,1.190001439,0.0487448,3.930821,1,
Kepler-380 c,2.143199497,1.269999935,0.0758501,7.630004,1,
Kepler-381 b,0.893986346,0.989998475,0.0619291,5.629021,1,
Kepler-382 b,2.444372053,1.320003198,0.0592083,5.262155,1,
Kepler-387 b,1.030129448,1.029997723,0.0701869,6.791636,1,
Kepler-388 b,0.438469332,0.809999058,0.0422619,3.173315,1,
Kepler-389 b,3.82819643,1.509995421,0.0428881,3.244107,1,
Kepler-390 b,0.457859323,0.81999859,0.0698175,6.738088,1,
Kepler-391 b,9.720516406,3.199995864,0.0744302,7.416755,1,
Kepler-392 b,0.92669921,0.999998007,0.0598046,5.341853,1,
Kepler-393 b,2.260604132,1.289996756,0.0858179,9.182417,1,
Kepler-394 b,3.788278663,1.599992327,0.0783155,8.005013,1,
Kepler-395 b,1.030129448,1.029997723,0.0719854,7.054346,1,
Kepler-398 b,0.715274888,0.929997922,0.0499821,4.081423,1,
Kepler-400 b,3.890838084,1.649995591,0.0848304,9.024389,1,
Kepler-402 b,1.867004149,1.219996672,0.0495511,4.028751,1,
Kepler-402 c,3.707839279,1.559998684,0.0655142,6.124821,1,
Kepler-402 d,2.839665998,1.379993663,0.0841819,8.921099,1,
Kepler-403 b,2.029792996,1.250003113,0.0718296,7.031462,1,
Kepler-42 b,0.382714763,0.779303264,0.0112809,1.2137672,1,
Kepler-42 c,0.303363265,0.7293482,0.00585017,0.45328509,1,
Kepler-42 d,0.12862229,0.569491321,0.0150222,1.865169,1,
Kepler-431 b,0.384167185,0.780145059,0.0718902,6.803,1,
Kepler-431 c,0.24076833,0.682626927,0.0847193,8.703,1,
Kepler-444 b,0.042589968,0.411369593,0.0419153,3.6001053,1,
Kepler-444 c,0.086845932,0.507766827,0.0489676,4.5458841,1,
Kepler-444 d,0.1081228,0.541393769,0.0601536,6.189392,1,
Kepler-444 e,0.120076836,0.55820724,0.0698427,7.743493,1,
Kepler-444 f,0.344980397,0.756606199,0.0813861,9.740486,1,
Kepler-445 b,3.816945722,1.614093225,0.022904,2.984151,1,
Kepler-445 c,6.506977302,2.566856587,0.0317534,4.871229,1,
Kepler-445 d,2.188656807,1.277823803,0.044761,8.15275,1,
Kepler-446 b,3.659499372,1.53563036,0.0159282,1.565409,1,
Kepler-446 c,1.439559876,1.132107054,0.0247723,3.036179,1,
Kepler-446 d,2.830776667,1.37870463,0.0352283,5.148921,1,
Kepler-49 b,7.138383564,2.717572542,0.0598092,7.2037945,1,
Kepler-49 d,3.788278663,1.599992327,0.0367817,2.576549,1,
Kepler-50 b,5.241272647,2.198036285,0.0825598,7.8125124,1,
Kepler-50 c,7.457312534,2.787505373,0.0932375,9.3761368,1,
Kepler-52 b,4.955714422,2.098119431,0.0630945,7.8773565,1,
Kepler-53 d,5.016449176,2.119999362,0.0893308,9.751962,1,
Kepler-54 b,4.955714422,2.098119431,0.0626016,8.0109434,1,
Kepler-55 d,3.768033745,1.589993917,0.0332158,2.211099,1,
Kepler-55 e,3.687943959,1.550000273,0.0542683,4.617534,1,
Kepler-57 b,5.211747484,2.188049084,0.0588891,5.7293196,1,
Kepler-60 b,5.485737185,2.277967527,0.0750769,7.1316185,1,
Kepler-60 c,6.130555308,2.467791616,0.0871504,8.9193459,1,
Kepler-62 b,0,1.308827844,0.0552794,5.714932,1,
Kepler-80 b,7.066906608,2.701364356,0.0645109,7.053,1,
Kepler-80 c,6.991965451,2.847081106,0.0788018,9.522,1,
Kepler-80 d,4.081941212,1.739992497,0.0413591,3.072186,1,
Kepler-80 e,3.870148222,1.63999718,0.0544864,4.645387,1,
Kepler-81 b,5.963129517,2.421139838,0.0554099,5.955,1,
Kepler-82 d,4.147761032,1.769998938,0.0349155,2.382961,1,
Kepler-82 e,6.13862785,2.469999785,0.063917,5.902206,1,
Kepler-83 b,7.63382788,2.824663144,0.0778725,9.77,1,
Kepler-83 d,4.54414191,1.93999434,0.0585134,5.169796,1,
Kepler-84 b,5.477728206,2.275423088,0.08295,8.726,1,
Kepler-84 d,2.839665998,1.379993663,0.0511438,4.224537,1,
Kepler-85 b,4.625757216,1.972780609,0.0780663,8.306,1,
Kepler-9 d,3.870148222,1.63999718,0.0266925,1.592851,1,
mu Ara d,10.99241848,,0.0927843,9.6386,1,
upsilon And b,212.7073482,,0.0593858,4.6171363,1,
KOI 100.01,317.8166114,17.24,0.106,9.96640145,,
KOI 1002.01,2.243329004,1.26,0.0437,3.48159251,,
KOI 1007.01,5.485700614,2.23,0.0745,7.40742793,,
KOI 1015.01,8.611282031,2.95,0.0926,9.42887179,,
KOI 1015.02,3.816720598,1.58,0.0531,4.08899022,,
KOI 102.01,14.8206218,3.76,0.0284,1.735136026,,
KOI 1024.01,3.693294028,1.52,0.0508,5.747725012,,
KOI 1030.01,5.751677875,2.31,0.0886,9.22958009,,
KOI 1043.01,317.8166114,20.91,0.0123,0.591914636,,
KOI 105.01,26.97176765,4.95,0.0797,8.981016833,,
KOI 1050.01,4.256104636,1.78,0.0207,1.269090374,,
KOI 1050.02,2.430203139,1.29,0.0355,2.853133644,,
KOI 1051.01,5.14619446,2.12,0.0714,6.79684436,,
KOI 1053.01,1.843841207,1.19,0.0217,1.224866322,,
KOI 1058.01,0.242964089,0.67,0.0341,5.67015514,,
KOI 1059.01,0.832448568,0.95,0.0191,1.022678821,,
KOI 1060.02,3.965133749,1.65,0.0597,4.75793986,,
KOI 1060.04,3.758896536,1.47,0.0858,8.1934719,,
KOI 1064.01,317.8166114,17.99,0.0236,1.187352514,,
KOI 1066.01,252.6997451,9.83,0.0597,5.714817623,,
KOI 1069.01,17.5682446,4.02,0.0805,8.70419416,,
KOI 1069.02,4.834121448,2.01,0.0347,2.46697439,,
KOI 107.01,11.47653852,3.38,0.0778,7.256965224,,
KOI 1074.01,317.8166114,13.01,0.0486,3.770552098,,
KOI 1075.01,317.8166114,18.74,0.0256,1.3437673,,
KOI 1081.01,317.8166114,21.61,0.0947,9.95637031,,
KOI 1082.01,3.816720598,1.58,0.0654,6.50323791,,
KOI 1082.02,3.123605174,1.39,0.048,4.09666758,,
KOI 1082.03,2.008876857,1.22,0.0212,1.19655156,,
KOI 1082.04,3.734083647,1.54,0.0851,9.6550435,,
KOI 1083.01,3.837614359,1.59,0.0722,7.33683936,,
KOI 1085.01,0.74244155,0.92,0.0623,7.71792296,,
KOI 1094.01,7.807469635,2.8,0.066,6.10027804,,
KOI 110.01,7.807469635,2.8,0.0945,9.940672466,,
KOI 1106.01,5.891130438,2.35,0.0763,7.42608998,,
KOI 1108.02,0.832448568,0.95,0.0238,1.475322314,,
KOI 1108.03,1.588791551,1.14,0.0474,4.15244722,,
KOI 1110.01,4.008520041,1.67,0.0843,8.73485836,,
KOI 1110.02,0.537494525,0.84,0.0477,3.71841761,,
KOI 1116.01,3.693294028,1.52,0.0465,3.749100061,,
KOI 1118.01,3.837614359,1.59,0.0737,7.37292311,,
KOI 112.02,2.124022514,1.24,0.046,3.709213846,,
KOI 1123.01,317.8166114,30.53,0.0177,0.848483797,,
KOI 1127.03,2.065932908,1.23,0.0395,2.83669898,,
KOI 1128.01,1.843841207,1.19,0.0187,0.974868926,,
KOI 1129.01,3.049289501,1.38,0.0523,4.89718784,,
KOI 1141.01,3.673022927,1.51,0.0526,5.72812599,,
KOI 1142.01,4.119094078,1.72,0.0453,3.75574426,,
KOI 1146.01,0.515195225,0.83,0.0537,7.09714223,,
KOI 115.01,10.72956456,3.28,0.0621,5.41220713,,
KOI 115.03,0.218649734,0.65,0.0459,3.4358789,,
KOI 1150.01,0.896771617,0.97,0.0149,0.677375164,,
KOI 1151.03,0.297469107,0.71,0.0554,5.24972541,,
KOI 1154.01,317.8166114,26.08,0.0798,6.810825021,,
KOI 1165.01,6.659209628,2.55,0.0679,7.053936122,,
KOI 1165.02,0.771601124,0.93,0.0487,4.29264638,,
KOI 1166.01,5.820849413,2.33,0.0781,7.67465618,,
KOI 1169.01,2.430203139,1.29,0.0155,0.689209786,,
KOI 1170.01,4.546271201,1.9,0.0698,7.34372823,,
KOI 1176.01,182.0048324,9.14,0.0249,1.973760926,,
KOI 1188.01,317.8166114,25.7,0.0393,2.98809136,,
KOI 1191.01,14.72165749,3.75,0.0818,8.17242018,,
KOI 1194.01,6.958278606,2.62,0.0727,8.70797904,,
KOI 1194.03,3.879700299,1.61,0.0446,4.17634525,,
KOI 1198.04,,,,1.00861677,,
KOI 1201.01,1.738856794,1.17,0.0301,2.75759025,,
KOI 1202.01,3.758896536,1.47,0.017,0.928310498,,
KOI 1204.01,5.266308338,2.16,0.0832,8.39846269,,
KOI 1205.01,5.087507489,2.1,0.0836,8.63847725,,
KOI 1214.01,3.673022927,1.51,0.0491,4.24153639,,
KOI 1220.01,5.327773833,2.18,0.0697,6.40087618,,
KOI 1224.01,37.11881022,5.78,0.0415,2.698025195,,
KOI 1225.01,317.8166114,25.6,0.0229,1.714274601,,
KOI 1227.01,317.8166114,16.94,0.0315,2.155278068,,
KOI 1239.01,4.164217843,1.74,0.0173,0.783276166,,
KOI 1239.02,4.256104636,1.78,0.0441,3.17405968,,
KOI 1247.01,317.8166114,20.68,0.0401,2.739873777,,
KOI 1254.01,28.79849248,5.11,0.058,5.082733397,,
KOI 126.02,,,,0.87519429,,
KOI 1279.02,1.738856794,1.17,0.0873,9.65185017,,
KOI 1283.01,4.446976708,1.86,0.0786,8.09219642,,
KOI 1287.01,317.8166114,32.34,0.0498,4.429625295,,
KOI 1300.01,1.402214344,1.1,0.0116,0.631332353,,
KOI 1304.01,4.164217843,1.74,0.055,4.59725385,,
KOI 131.01,317.8166114,10.53,0.0629,5.014234575,,
KOI 1312.01,4.256104636,1.78,0.0676,6.1469851,,
KOI 1314.01,21.45924193,4.43,0.0905,8.57503552,,
KOI 1315.01,2.626720866,1.32,0.074,6.84638908,,
KOI 1316.01,4.256104636,1.78,0.0814,7.64972303,,
KOI 1318.01,317.8166114,16.75,0.0272,1.634614126,,
KOI 1321.01,317.8166114,25.16,0.0141,0.711966924,,
KOI 1323.01,110.4518756,8.02,0.0493,3.990106229,,
KOI 1331.01,4.496286318,1.88,0.0639,6.80083977,,
KOI 1336.04,3.816720598,1.58,0.0533,4.45815716,,
KOI 1337.01,2.183152362,1.25,0.0282,1.92279873,,
KOI 1338.01,3.693294028,1.52,0.0412,3.222969273,,
KOI 1339.01,4.674314462,1.95,0.0523,4.16809082,,
KOI 1341.01,4.496286318,1.88,0.0568,4.51436633,,
KOI 1342.01,2.83303589,1.35,0.0453,3.77360059,,
KOI 1342.02,4.096728638,1.71,0.0759,8.1818246,,
KOI 1344.01,0.659834598,0.89,0.0512,4.48758907,,
KOI 1357.01,9.448072214,3.09,0.0398,3.014331377,,
KOI 1358.01,8.611282031,2.95,0.0571,5.644915227,,
KOI 1358.02,4.780077429,1.99,0.0764,8.74287133,,
KOI 1358.03,3.758896536,1.47,0.0427,3.64829642,,
KOI 1358.04,2.304558854,1.27,0.0318,2.345858578,,
KOI 1360.03,0.659834598,0.89,0.0154,0.764020072,,
KOI 1367.01,3.199043923,1.4,0.0124,0.567857136,,
KOI 1369.01,4.008520041,1.67,0.0417,3.01618319,,
KOI 1370.01,4.209881582,1.76,0.0679,6.88337562,,
KOI 1379.01,1.843841207,1.19,0.0585,5.62153941,,
KOI 1386.01,317.8166114,42.93,0.0209,1.13752506,,
KOI 1391.01,317.8166114,1755.01,0.0797,7.981186943,,
KOI 1393.01,6.659209628,2.55,0.0231,1.694740676,,
KOI 1395.01,18.38809984,4.11,0.066,6.230330323,,
KOI 1397.01,5.786126164,2.32,0.0544,6.247032753,,
KOI 1398.01,7.367923798,2.71,0.0615,5.82349237,,
KOI 1399.01,7.046817128,2.64,0.0798,8.75061175,,
KOI 1402.01,5.820849413,2.33,0.075,7.1396941,,
KOI 141.01,29.14786337,5.14,0.0372,2.624234598,,
KOI 1416.01,317.8166114,16.06,0.0355,2.495779623,,
KOI 1424.01,3.816720598,1.58,0.0204,1.21956827,,
KOI 1425.01,5.683596524,2.29,0.0315,2.053879821,,
KOI 1427.01,3.673022927,1.51,0.0301,2.613020856,,
KOI 1427.02,0.537494525,0.84,0.0467,4.88449286,,
KOI 1428.01,5.087507489,2.1,0.017,0.927859821,,
KOI 1434.01,2.763166644,1.34,0.0322,2.343231895,,
KOI 1437.01,3.775219359,1.56,0.0712,7.01734994,,
KOI 1438.01,3.512112137,1.44,0.0703,6.91134416,,
KOI 144.01,10.30588699,3.22,0.0479,4.176255514,,
KOI 1440.01,3.965133749,1.65,0.0744,7.19303878,,
KOI 1441.01,4.596950671,1.92,0.0802,8.50699658,,
KOI 1445.01,2.183152362,1.25,0.0777,7.16892463,,
KOI 1447.02,317.8166114,18.87,0.0358,2.279996661,,
KOI 1448.01,317.8166114,24.39,0.038,2.48658679,,
KOI 1450.01,317.8166114,17.21,0.0334,2.144632852,,
KOI 1452.01,317.8166114,22.2,0.0244,1.152216939,,
KOI 1456.01,189.6889817,9.23,0.0762,7.886631104,,
