                           1                            2                            3                            4 
              version_number             initial_don_mass             initial_acc_mass          initial_period_days 
                        6794      4.6625924414028488E-037      5.0261649495098315E-034      0.0000000000000000E+000 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      donor_index                      period_days                binary_separation                    star_1_radius                    star_2_radius                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2                    xfer_fraction                          v_orb_1                          v_orb_2                         lg_F_irr                        log_J_orb                     log_abs_Jdot                  log_abs_jdot_mb                  log_abs_jdot_gr                  log_abs_jdot_ml                log_abs_jdot_tide                  log_abs_jdot_ls               log_abs_extra_jdot 
                              22          1.8861209258471940E+009                                1          1.6567021143647900E+000          5.8919044038221200E+000          1.1712367372183262E-001          6.7625759036671618E-001          2.7803385006798675E-001          4.6338972753791206E+000         -5.7874311457690231E-001         -8.5406288698719846E-001          9.2748288844385471E-004          9.9980473175649565E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7983385671309915E+002          1.6682540056720419E-001          9.2461112962773289E+000          4.9133708266176782E+001          3.1664198891770774E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.1664198891770774E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              23          1.9365103157339516E+009                                1          1.6280207179456647E+000          5.8237048842247860E+000          1.1708083190273171E-001          6.7668917636723680E-001          2.7481557398833190E-001          4.5802593433313366E+000         -5.7396580476293269E-001         -8.5225963736038934E-001          9.2748288844385471E-004          9.9980473175649565E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8088377982560448E+002          1.6779937647479926E-001          9.2579472378631813E+000          4.9131180099790328E+001          3.1696015501875962E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.1696015501875962E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              24          1.9830740842712750E+009                                1          1.5998384075653034E+000          5.7563008843993186E+000          1.1704829886378100E-001          6.7709091571159763E-001          2.7163483779558256E-001          4.5272470760348300E+000         -5.6909688089469168E-001         -8.5044091821367418E-001          9.2748288844385471E-004          9.9980473175649565E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8193973626693710E+002          1.6877894928453926E-001          9.2696588582549584E+000          4.9128652163589450E+001          3.1727738885059715E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.1727738885059715E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              25          2.0261046475037801E+009                                1          1.5721515069033798E+000          5.6896952440652333E+000          1.1702470062786431E-001          6.7746504682035036E-001          2.6849177549363534E-001          4.4748627068877704E+000         -5.6414046421828523E-001         -8.4860651796588371E-001          9.2748288844385471E-004          9.9980473175649565E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8300156411048536E+002          1.6976396878293079E-001          9.2812495762337353E+000          4.9126124922775546E+001          3.1759362904750521E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.1759362904750521E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              26          2.0658756033833463E+009                                1          1.5449535554694864E+000          5.6238840692915613E+000          1.1700899415528726E-001          6.7781362104095777E-001          2.6538620333127122E-001          4.4231031733699853E+000         -5.5909918192231900E-001         -8.4675609080931113E-001          9.2748288844385471E-004          9.9980473175649565E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8406919982020688E+002          1.7075437602987253E-001          9.2927278748794748E+000          4.9123598600058209E+001          3.1790889324729974E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.1790889324729974E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              27          2.1026405878937175E+009                                1          1.5182366732680315E+000          5.5588598648818266E+000          1.1700045814442102E-001          6.7813824564245151E-001          2.6231776761667974E-001          4.3719625806182592E+000         -5.5397432965581017E-001         -8.4488928412865039E-001          9.2748288844385471E-004          9.9980473175649565E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8514263532551345E+002          1.7175016353857020E-001          9.3041025100988648E+000          4.9121073283230345E+001          3.1822322191705858E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.1822322191705858E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              28          2.1366336060863395E+009                                1          1.4919923706741847E+000          5.4946134179081945E+000          1.1699870292947172E-001          6.7844049247967320E-001          2.5928603359980062E-001          4.3214336827986051E+000         -5.4876588875567700E-001         -8.4300569156477068E-001          9.2748288844385471E-004          9.9980473175649565E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8622189124191397E+002          1.7275135043328985E-001          9.3153797696852028E+000          4.9118548991462511E+001          3.1853665725796439E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.1853665725796439E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              29          2.1680700737166700E+009                                1          1.4662119154651674E+000          5.4311346554940201E+000          1.1700337842561626E-001          6.7872137024222523E-001          2.5629052595033586E-001          4.2715085577397760E+000         -5.4347364971154166E-001         -8.4110499579535813E-001          9.2748288844385471E-004          9.9980473175649565E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8730700468143667E+002          1.7375797114152522E-001          9.3265656687876923E+000          4.9116025705527427E+001          3.1884924838635673E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.1884924838635673E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              30          2.1971480916556110E+009                                1          1.4408866336709576E+000          5.3684133691382039E+000          1.1701406111183436E-001          6.7898259250464710E-001          2.5333076293798767E-001          4.2221791766038663E+000         -5.3809770374994681E-001         -8.3918669386011457E-001          9.2748288844385471E-004          9.9980473175649565E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8839801797994335E+002          1.7477006493673244E-001          9.3376670751321917E+000          4.9113503394892682E+001          3.1916103084268222E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.1916103084268222E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              31          2.2240498270331759E+009                                1          1.4160078357011625E+000          5.3064390286374099E+000          1.1703045412663246E-001          6.7922542797389174E-001          2.5040624765160896E-001          4.1734372575388266E+000         -5.3263764293350491E-001         -8.3725035598727393E-001          9.2748288844385471E-004          9.9980473175649565E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8949498241338352E+002          1.7578767938576575E-001          9.3486921005203847E+000          4.9110982009537878E+001          3.1947206394542608E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.1947206394542608E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              32          2.2489427519214926E+009                                1          1.3915669900622776E+000          5.2452012117385642E+000          1.1705212017372421E-001          6.7945172458665770E-001          2.4751648827413167E-001          4.1252746035939261E+000         -5.2709364539753167E-001         -8.3529539488238636E-001          9.2748288844385471E-004          9.9980473175649565E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.9059795109581654E+002          1.7681086376062752E-001          9.3596445180299490E+000          4.9108461496711634E+001          3.1978239498572471E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.1978239498572471E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
                              33          2.2719808782385006E+009                                1          1.3675556314879129E+000          5.1846893776959906E+000          1.1707867078200065E-001          6.7966204251276574E-001          2.4466098739692502E-001          4.0776829246257158E+000         -5.2146571454786772E-001         -8.3332150756298673E-001          9.2748288844385471E-004          9.9980473175649565E-001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.9170698321937371E+002          1.7783967297172887E-001          9.3705300082461118E+000          4.9105941791422204E+001          3.2009208998507617E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          3.2009208998507617E+001         -9.8999999999999986E+001         -9.8999999999999986E+001 
